state,date,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,daily_deaths_av7,daily_deaths_actual
Alabama,2020-10-12,6,0,33,NA,2686,2680,2713,NA,NA
Alabama,2020-10-13,6,0,31,NA,2694,2682,2728,NA,NA
Alabama,2020-10-14,6,0,31,NA,2702,2685,2745,NA,NA
Alabama,2020-10-15,6,0,31,NA,2710,2688,2760,NA,NA
Alabama,2020-10-16,5,0,30,NA,2717,2690,2780,NA,NA
Alabama,2020-10-17,5,0,31,NA,2725,2694,2801,NA,NA
Alabama,2020-10-18,5,0,30,NA,2732,2697,2812,NA,NA
Alabama,2020-10-19,5,0,32,NA,2739,2699,2833,NA,NA
Alabama,2020-10-20,6,0,29,NA,2747,2703,2854,NA,NA
Alabama,2020-10-21,5,0,34,NA,2754,2706,2871,NA,NA
Alabama,2020-10-22,5,0,32,NA,2760,2709,2897,NA,NA
Alabama,2020-10-23,5,0,33,NA,2767,2712,2914,NA,NA
Alabama,2020-10-24,5,0,30,NA,2773,2714,2926,NA,NA
Alabama,2020-10-25,4,0,34,NA,2780,2716,2948,NA,NA
Alabama,2020-10-26,4,0,34,NA,2785,2718,2965,NA,NA
Alabama,2020-10-27,4,0,34,NA,2790,2721,2991,NA,NA
Alabama,2020-10-28,4,0,27,NA,2797,2722,3006,NA,NA
Alabama,2020-10-29,4,0,31,NA,2802,2725,3023,NA,NA
Alabama,2020-10-30,4,0,30,NA,2808,2726,3041,NA,NA
Alabama,2020-10-31,4,0,28,NA,2814,2728,3055,NA,NA
Alabama,2020-11-01,3,0,30,NA,2819,2729,3064,NA,NA
Alabama,2020-11-02,3,0,26,NA,2825,2732,3080,NA,NA
Alabama,2020-11-03,4,0,29,NA,2830,2734,3106,NA,NA
Alabama,2020-11-04,3,0,23,NA,2835,2735,3127,NA,NA
Alabama,2020-11-05,3,0,28,NA,2840,2735,3154,NA,NA
Alabama,2020-11-06,3,0,29,NA,2845,2739,3181,NA,NA
Alabama,2020-11-07,3,0,25,NA,2850,2739,3199,NA,NA
Alabama,2020-11-08,3,0,32,NA,2854,2740,3221,NA,NA
Alabama,2020-11-09,3,0,25,NA,2857,2741,3238,NA,NA
Alaska,2020-10-12,0,0,4,NA,60,60,64,NA,NA
Alaska,2020-10-13,0,0,4,NA,60,60,65,NA,NA
Alaska,2020-10-14,0,0,3,NA,61,60,67,NA,NA
Alaska,2020-10-15,0,0,4,NA,61,60,68,NA,NA
Alaska,2020-10-16,0,0,3,NA,62,60,69,NA,NA
Alaska,2020-10-17,0,0,3,NA,62,60,70,NA,NA
Alaska,2020-10-18,0,0,3,NA,63,60,71,NA,NA
Alaska,2020-10-19,0,0,3,NA,63,60,73,NA,NA
Alaska,2020-10-20,0,0,4,NA,63,60,73,NA,NA
Alaska,2020-10-21,0,0,3,NA,64,60,74,NA,NA
Alaska,2020-10-22,0,0,3,NA,64,60,75,NA,NA
Alaska,2020-10-23,0,0,3,NA,64,60,75,NA,NA
Alaska,2020-10-24,0,0,3,NA,65,60,76,NA,NA
Alaska,2020-10-25,0,0,3,NA,65,60,78,NA,NA
Alaska,2020-10-26,0,0,3,NA,65,60,79,NA,NA
Alaska,2020-10-27,0,0,3,NA,65,60,79,NA,NA
Alaska,2020-10-28,0,0,3,NA,66,60,79,NA,NA
Alaska,2020-10-29,0,0,3,NA,66,60,81,NA,NA
Alaska,2020-10-30,0,0,3,NA,66,60,81,NA,NA
Alaska,2020-10-31,0,0,3,NA,67,60,82,NA,NA
Alaska,2020-11-01,0,0,2,NA,67,60,82,NA,NA
