state,date,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,daily_deaths_av7,daily_deaths_actual
Alabama,2020-10-14,5,0,27,NA,2727,2722,2749,NA,NA
Alabama,2020-10-15,5,0,25,NA,2733,2723,2764,NA,NA
Alabama,2020-10-16,4,0,27,NA,2738,2725,2778,NA,NA
Alabama,2020-10-17,4,0,24,NA,2744,2727,2792,NA,NA
Alabama,2020-10-18,4,0,23,NA,2750,2729,2800,NA,NA
Alabama,2020-10-19,4,0,25,NA,2755,2731,2815,NA,NA
Alabama,2020-10-20,4,0,22,NA,2761,2733,2825,NA,NA
Alabama,2020-10-21,3,0,25,NA,2765,2736,2841,NA,NA
Alabama,2020-10-22,3,0,22,NA,2770,2738,2861,NA,NA
Alabama,2020-10-23,3,0,23,NA,2774,2739,2871,NA,NA
Alabama,2020-10-24,3,0,26,NA,2778,2740,2888,NA,NA
Alabama,2020-10-25,3,0,22,NA,2783,2742,2899,NA,NA
Alabama,2020-10-26,3,0,23,NA,2787,2743,2913,NA,NA
Alabama,2020-10-27,3,0,22,NA,2791,2745,2928,NA,NA
Alabama,2020-10-28,3,0,23,NA,2795,2746,2950,NA,NA
Alabama,2020-10-29,3,0,23,NA,2800,2748,2968,NA,NA
Alabama,2020-10-30,3,0,21,NA,2803,2749,2978,NA,NA
Alabama,2020-10-31,2,0,23,NA,2807,2750,2988,NA,NA
Alabama,2020-11-01,2,0,19,NA,2810,2752,3003,NA,NA
Alabama,2020-11-02,2,0,19,NA,2813,2753,3017,NA,NA
Alabama,2020-11-03,2,0,19,NA,2816,2754,3024,NA,NA
Alabama,2020-11-04,2,0,19,NA,2820,2755,3036,NA,NA
Alabama,2020-11-05,2,0,20,NA,2823,2755,3055,NA,NA
Alabama,2020-11-06,2,0,20,NA,2826,2757,3080,NA,NA
Alabama,2020-11-07,2,0,19,NA,2828,2757,3095,NA,NA
Alabama,2020-11-08,2,0,18,NA,2830,2759,3099,NA,NA
Alabama,2020-11-09,1,0,18,NA,2833,2759,3120,NA,NA
Alabama,2020-11-10,1,0,20,NA,2835,2760,3148,NA,NA
