state,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,daily_deaths_av7
Alabama,2020-06-09,11,11,11,11,729,729,729,729,13.285714285714285
Alabama,2020-06-10,15,15,15,15,744,744,744,744,11.999999999999998
Alabama,2020-06-11,11,11,11,11,755,755,755,755,11.57142857142857
Alabama,2020-06-12,14,14,14,14,769,769,769,769,8
Alabama,2020-06-13,4,4,4,4,773,773,773,773,8
Alabama,2020-06-14,0,0,0,0,773,773,773,773,6.571428571428571
Alabama,2020-06-15,1,1,1,1,774,774,774,774,7.857142857142857
Alabama,2020-06-16,11,11,11,11,785,785,785,785,7.571428571428571
Alabama,2020-06-17,5,5,5,5,790,790,790,790,9.285714285714285
Alabama,2020-06-18,20,20,20,20,810,810,810,810,9.428571428571427
Alabama,2020-06-19,12,12,12,12,822,822,822,822,9.571428571428571
Alabama,2020-06-20,16,16,16,16,838,838,838,838,11.285714285714285
Alabama,2020-06-21,1,1,1,1,839,839,839,839,14.428571428571427
Alabama,2020-06-22,2,2,2,2,841,841,841,841,12.285714285714283
Alabama,2020-06-23,23,23,23,23,864,864,864,864,12.142857142857142
Alabama,2020-06-24,27,27,27,27,891,891,891,891,11.571428571428571
Alabama,2020-06-25,5,5,5,5,896,896,896,896,11.428571428571429
Alabama,2020-06-26,11,11,11,11,907,907,907,907,12.57142857142857
Alabama,2020-06-27,12,12,12,12,919,919,919,919,12.285714285714285
Alabama,2020-06-28,0,0,0,0,919,919,919,919,11.57142857142857
Alabama,2020-06-29,10,10,10,10,929,929,929,929,12.714285714285714
Alabama,2020-06-30,21,21,21,21,950,950,950,950,14.142857142857142
Alabama,2020-07-01,22,22,22,22,972,972,972,972,12.571428571428571
Alabama,2020-07-02,13,13,13,13,985,985,985,985,12.571428571428571
Alabama,2020-07-03,21,21,21,21,1006,1006,1006,1006,11.142857142857142
Alabama,2020-07-04,1,1,1,1,1007,1007,1007,1007,11.857142857142856
Alabama,2020-07-05,0,0,0,0,1007,1007,1007,1007,12.285714285714285
Alabama,2020-07-06,0,0,0,0,1007,1007,1007,1007,11.857142857142856
Alabama,2020-07-07,26,26,26,26,1033,1033,1033,1033,13.999999999999998
Alabama,2020-07-08,25,25,25,25,1058,1058,1058,1058,15.285714285714285
Alabama,2020-07-09,10,10,10,10,1068,1068,1068,1068,16.285714285714285
Alabama,2020-07-10,36,36,36,36,1104,1104,1104,1104,16.71428571428571
Alabama,2020-07-11,10,10,10,10,1114,1114,1114,1114,18.714285714285715
Alabama,2020-07-12,7,7,7,7,1121,1121,1121,1121,21.857142857142854
Alabama,2020-07-13,3,3,3,3,1124,1124,1124,1124,23.14285714285714
Alabama,2020-07-14,40,40,40,40,1164,1164,1164,1164,22.999999999999993
Alabama,2020-07-15,47,47,47,47,1211,1211,1211,1211,24.571428571428566
Alabama,2020-07-16,19,19,19,19,1230,1230,1230,1230,23.71428571428571
Alabama,2020-07-17,35,35,35,35,1265,1265,1265,1265,22.999999999999993
Alabama,2020-07-18,21,21,21,21,1286,1286,1286,1286,24.571428571428566
Alabama,2020-07-19,1,1,1,1,1287,1287,1287,1287,23.71428571428571
Alabama,2020-07-20,NA,21,2,75,NA,1309,1290,1363,NA
Alabama,2020-07-21,NA,22,2.9750000000000014,76,NA,1336,1299,1408.05,NA
Alabama,2020-07-22,NA,23,3,82,NA,1362,1314,1457,NA
Alabama,2020-07-23,NA,23,3,84,NA,1391,1331,1493,NA
Alabama,2020-07-24,NA,24,3,87.02499999999998,NA,1420,1350,1537,NA
Alabama,2020-07-25,NA,24,4,91,NA,1450,1370.975,1577,NA
Alabama,2020-07-26,NA,25,3,84.02499999999998,NA,1479,1392,1620,NA
Alabama,2020-07-27,NA,26,3,98,NA,1512,1413.975,1659,NA
Alabama,2020-07-28,NA,28,4,86.07499999999993,NA,1542,1432.975,1696.05,NA
Alabama,2020-07-29,NA,30,4,99,NA,1577,1459.975,1751.0500000000002,NA
Alabama,2020-07-30,NA,28,4,102.02499999999998,NA,1608,1490.95,1796,NA
Alabama,2020-07-31,NA,28,4,96.02499999999998,NA,1646,1510.875,1844.0749999999998,NA
Alabama,2020-08-01,NA,30,5,104.07499999999993,NA,1680.5,1537.925,1893.0749999999998,NA
Alabama,2020-08-02,NA,31,4,111.04999999999995,NA,1718.5,1556.9250000000002,1940.05,NA
Alabama,2020-08-03,NA,32,4,121.09999999999991,NA,1758,1584.975,1987,NA
Alabama,2020-08-04,NA,35,4,115.02499999999998,NA,1800.5,1616.925,2040,NA
Alabama,2020-08-05,NA,34,6,116.02499999999998,NA,1844,1648,2101.075,NA
Alabama,2020-08-06,NA,35,5,117.04999999999995,NA,1886,1682,2146.1499999999996,NA
Alabama,2020-08-07,NA,36,5,119,NA,1926.5,1711,2214.0750000000003,NA
Alabama,2020-08-08,NA,37,5,133.1249999999999,NA,1968,1748.9750000000001,2266.1499999999996,NA
Alabama,2020-08-09,NA,37,5,131,NA,2012,1785.95,2330.2,NA
Alabama,2020-08-10,NA,40,6,144.02499999999998,NA,2064.5,1825,2391.025,NA
Alabama,2020-08-11,NA,42,5,144.02499999999998,NA,2114,1869.95,2465.0499999999997,NA
Alabama,2020-08-12,NA,42,7,140,NA,2158.5,1907.95,2524.1499999999996,NA
Alabama,2020-08-13,NA,45,5,145.04999999999995,NA,2211.5,1943.8000000000002,2615.025,NA
Alabama,2020-08-14,NA,47,7,169.07499999999993,NA,2270,1984,2691.175,NA
Alabama,2020-08-15,NA,50,6,160.0999999999999,NA,2315,2023.925,2764.075,NA
Alabama,2020-08-16,NA,49,6.975000000000001,157.1249999999999,NA,2370,2071,2873.1,NA
Alabama,2020-08-17,NA,51.5,8,177.02499999999998,NA,2426,2119.8500000000004,2941,NA
Alaska,2020-03-27,1,1,1,1,1,1,1,1,NA
Alaska,2020-03-28,0,0,0,0,1,1,1,1,NA
Alaska,2020-03-29,1,1,1,1,2,2,2,2,NA
Alaska,2020-03-30,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-03-31,0,0,0,0,2,2,2,2,0.14285714285714285
Alaska,2020-04-01,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-04-02,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-04-03,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-04-04,1,1,1,1,3,3,3,3,0.2857142857142857
Alaska,2020-04-05,1,1,1,1,4,4,4,4,0.42857142857142855
Alaska,2020-04-06,0,0,0,0,4,4,4,4,0.42857142857142855
Alaska,2020-04-07,0,0,0,0,4,4,4,4,0.42857142857142855
Alaska,2020-04-08,1,1,1,1,5,5,5,5,0.42857142857142855
Alaska,2020-04-09,0,0,0,0,5,5,5,5,0.2857142857142857
Alaska,2020-04-10,0,0,0,0,5,5,5,5,0.2857142857142857
Alaska,2020-04-11,1,1,1,1,6,6,6,6,0.42857142857142855
Alaska,2020-04-12,0,0,0,0,6,6,6,6,0.2857142857142857
Alaska,2020-04-13,0,0,0,0,6,6,6,6,0.2857142857142857
Alaska,2020-04-14,1,1,1,1,7,7,7,7,0.2857142857142857
Alaska,2020-04-15,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-04-16,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-04-17,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-04-18,0,0,0,0,7,7,7,7,0
Alaska,2020-04-19,0,0,0,0,7,7,7,7,0
Alaska,2020-04-20,0,0,0,0,7,7,7,7,0
Alaska,2020-04-21,0,0,0,0,7,7,7,7,0
Alaska,2020-04-22,0,0,0,0,7,7,7,7,0
Alaska,2020-04-23,0,0,0,0,7,7,7,7,0
Alaska,2020-04-24,0,0,0,0,7,7,7,7,0
Alaska,2020-04-25,0,0,0,0,7,7,7,7,0
Alaska,2020-04-26,0,0,0,0,7,7,7,7,0
Alaska,2020-04-27,0,0,0,0,7,7,7,7,0
Alaska,2020-04-28,0,0,0,0,7,7,7,7,0
Alaska,2020-04-29,0,0,0,0,7,7,7,7,0
Alaska,2020-04-30,0,0,0,0,7,7,7,7,0
Alaska,2020-05-01,0,0,0,0,7,7,7,7,0
Alaska,2020-05-02,0,0,0,0,7,7,7,7,0
Alaska,2020-05-03,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-05-04,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-05-05,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-05-06,1,1,1,1,8,8,8,8,0.14285714285714285
Alaska,2020-05-07,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-05-08,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-05-09,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-05-10,0,0,0,0,8,8,8,8,0
Alaska,2020-05-11,0,0,0,0,8,8,8,8,0
Alaska,2020-05-12,0,0,0,0,8,8,8,8,0
Alaska,2020-05-13,0,0,0,0,8,8,8,8,0
Alaska,2020-05-14,0,0,0,0,8,8,8,8,0
Alaska,2020-05-15,0,0,0,0,8,8,8,8,0
Alaska,2020-05-16,0,0,0,0,8,8,8,8,0
Alaska,2020-05-17,0,0,0,0,8,8,8,8,0
Alaska,2020-05-18,0,0,0,0,8,8,8,8,0
Alaska,2020-05-19,0,0,0,0,8,8,8,8,0
Alaska,2020-05-20,0,0,0,0,8,8,8,8,0
Alaska,2020-05-21,0,0,0,0,8,8,8,8,0
Alaska,2020-05-22,0,0,0,0,8,8,8,8,0
Alaska,2020-05-23,0,0,0,0,8,8,8,8,0
Alaska,2020-05-24,0,0,0,0,8,8,8,8,0
Alaska,2020-05-25,0,0,0,0,8,8,8,8,0
Alaska,2020-05-26,0,0,0,0,8,8,8,8,0
Alaska,2020-05-27,0,0,0,0,8,8,8,8,0
Alaska,2020-05-28,0,0,0,0,8,8,8,8,0
Alaska,2020-05-29,0,0,0,0,8,8,8,8,0
Alaska,2020-05-30,0,0,0,0,8,8,8,8,0
Alaska,2020-05-31,0,0,0,0,8,8,8,8,0
Alaska,2020-06-01,0,0,0,0,8,8,8,8,0
Alaska,2020-06-02,0,0,0,0,8,8,8,8,0
Alaska,2020-06-03,0,0,0,0,8,8,8,8,0
Alaska,2020-06-04,0,0,0,0,8,8,8,8,0
Alaska,2020-06-05,0,0,0,0,8,8,8,8,0
Alaska,2020-06-06,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-06-07,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-06-08,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-06-09,1,1,1,1,9,9,9,9,0.2857142857142857
Alaska,2020-06-10,0,0,0,0,9,9,9,9,0.2857142857142857
Alaska,2020-06-11,0,0,0,0,9,9,9,9,0.2857142857142857
Alaska,2020-06-12,1,1,1,1,10,10,10,10,0.2857142857142857
Alaska,2020-06-13,0,0,0,0,10,10,10,10,0.14285714285714285
Alaska,2020-06-14,0,0,0,0,10,10,10,10,0.14285714285714285
Alaska,2020-06-15,0,0,0,0,10,10,10,10,0.14285714285714285
Alaska,2020-06-16,0,0,0,0,10,10,10,10,0
Alaska,2020-06-17,0,0,0,0,10,10,10,10,0
Alaska,2020-06-18,0,0,0,0,10,10,10,10,0
Alaska,2020-06-19,0,0,0,0,10,10,10,10,0
Alaska,2020-06-20,0,0,0,0,10,10,10,10,0
Alaska,2020-06-21,0,0,0,0,10,10,10,10,0
Alaska,2020-06-22,0,0,0,0,10,10,10,10,0
Alaska,2020-06-23,0,0,0,0,10,10,10,10,0.2857142857142857
Alaska,2020-06-24,0,0,0,0,10,10,10,10,0.2857142857142857
Alaska,2020-06-25,0,0,0,0,10,10,10,10,0.2857142857142857
Alaska,2020-06-26,2,2,2,2,12,12,12,12,0.2857142857142857
Alaska,2020-06-27,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-06-28,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-06-29,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-06-30,0,0,0,0,12,12,12,12,0.14285714285714285
Alaska,2020-07-01,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-07-02,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-07-03,1,1,1,1,13,13,13,13,0.2857142857142857
Alaska,2020-07-04,1,1,1,1,14,14,14,14,0.42857142857142855
Alaska,2020-07-05,0,0,0,0,14,14,14,14,0.42857142857142855
Alaska,2020-07-06,0,0,0,0,14,14,14,14,0.42857142857142855
Alaska,2020-07-07,1,1,1,1,15,15,15,15,0.2857142857142857
Alaska,2020-07-08,0,0,0,0,15,15,15,15,0.14285714285714285
Alaska,2020-07-09,0,0,0,0,15,15,15,15,0.14285714285714285
Alaska,2020-07-10,0,0,0,0,15,15,15,15,0.14285714285714285
Alaska,2020-07-11,0,0,0,0,15,15,15,15,0
Alaska,2020-07-12,0,0,0,0,15,15,15,15,0
Alaska,2020-07-13,0,0,0,0,15,15,15,15,0
Alaska,2020-07-14,0,0,0,0,15,15,15,15,0
Alaska,2020-07-15,0,0,0,0,15,15,15,15,0.14285714285714285
Alaska,2020-07-16,0,0,0,0,15,15,15,15,0.14285714285714285
Alaska,2020-07-17,0,0,0,0,15,15,15,15,0
Alaska,2020-07-18,1,1,1,1,16,16,16,16,0.14285714285714285
Alaska,2020-07-19,0,0,0,0,16,16,16,16,0.14285714285714285
Alaska,2020-07-20,NA,0,0,4,NA,18,18,22,NA
Alaska,2020-07-21,NA,0,0,3,NA,18,18,23,NA
Alaska,2020-07-22,NA,0,0,4,NA,19,18,25,NA
Alaska,2020-07-23,NA,0,0,4,NA,19,18,26,NA
Alaska,2020-07-24,NA,0,0,4,NA,20,18,28,NA
Alaska,2020-07-25,NA,0,0,4,NA,20,18,29,NA
Alaska,2020-07-26,NA,0,0,5,NA,21,18,31,NA
Alaska,2020-07-27,NA,0,0,4,NA,22,18,32,NA
Alaska,2020-07-28,NA,0,0,4,NA,22,18,34,NA
Alaska,2020-07-29,NA,0,0,5,NA,23,18,36,NA
Alaska,2020-07-30,NA,0,0,5,NA,24,18,37,NA
Alaska,2020-07-31,NA,0,0,5,NA,25,18,38,NA
Alaska,2020-08-01,NA,0,0,5,NA,25,18,40.02499999999998,NA
Alaska,2020-08-02,NA,0,0,5,NA,26,19,43,NA
Alaska,2020-08-03,NA,0,0,6,NA,27,19,44,NA
Alaska,2020-08-04,NA,0,0,5,NA,28,19,46,NA
Alaska,2020-08-05,NA,0,0,5,NA,29,20,48.02499999999998,NA
Alaska,2020-08-06,NA,0,0,6,NA,30,20,51.02499999999998,NA
Alaska,2020-08-07,NA,0,0,6,NA,31,20,53.02499999999998,NA
Alaska,2020-08-08,NA,0,0,5,NA,32,21,55.02499999999998,NA
Alaska,2020-08-09,NA,0,0,6,NA,33,21,57,NA
Alaska,2020-08-10,NA,0,0,6,NA,34,21,60,NA
Alaska,2020-08-11,NA,0,0,6,NA,35,21,61.02499999999998,NA
Alaska,2020-08-12,NA,0,0,6,NA,36,22,63.02499999999998,NA
Alaska,2020-08-13,NA,0,0,6.024999999999977,NA,37,22.975,65.04999999999995,NA
Alaska,2020-08-14,NA,0,0,7,NA,38,23,69.02499999999998,NA
Alaska,2020-08-15,NA,0,0,7,NA,40,24,71,NA
Alaska,2020-08-16,NA,1,0,7.024999999999977,NA,41,24,75.02499999999998,NA
Alaska,2020-08-17,NA,1,0,8,NA,42,25,79,NA
Arizona,2020-03-24,4,4,4,4,6,6,6,6,NA
Arizona,2020-03-25,0,0,0,0,6,6,6,6,NA
Arizona,2020-03-26,2,2,2,2,8,8,8,8,NA
Arizona,2020-03-27,7,7,7,7,15,15,15,15,2.571428571428571
Arizona,2020-03-28,0,0,0,0,15,15,15,15,2.571428571428571
Arizona,2020-03-29,3,3,3,3,18,18,18,18,3.2857142857142856
Arizona,2020-03-30,2,2,2,2,20,20,20,20,3.8571428571428563
Arizona,2020-03-31,4,4,4,4,24,24,24,24,3.714285714285714
Arizona,2020-04-01,5,5,5,5,29,29,29,29,5.428571428571428
Arizona,2020-04-02,6,6,6,6,35,35,35,35,6.57142857142857
Arizona,2020-04-03,6,6,6,6,41,41,41,41,6.7142857142857135
Arizona,2020-04-04,12,12,12,12,53,53,53,53,7.57142857142857
Arizona,2020-04-05,11,11,11,11,64,64,64,64,7.285714285714285
Arizona,2020-04-06,3,3,3,3,67,67,67,67,7.7142857142857135
Arizona,2020-04-07,10,10,10,10,77,77,77,77,7.999999999999999
Arizona,2020-04-08,3,3,3,3,80,80,80,80,8.428571428571429
Arizona,2020-04-09,9,9,9,9,89,89,89,89,7.571428571428571
Arizona,2020-04-10,8,8,8,8,97,97,97,97,7.857142857142856
Arizona,2020-04-11,15,15,15,15,112,112,112,112,7.714285714285714
Arizona,2020-04-12,5,5,5,5,117,117,117,117,8.857142857142858
Arizona,2020-04-13,5,5,5,5,122,122,122,122,9
Arizona,2020-04-14,9,9,9,9,131,131,131,131,10.999999999999998
Arizona,2020-04-15,11,11,11,11,142,142,142,142,9.857142857142854
Arizona,2020-04-16,10,10,10,10,152,152,152,152,10.14285714285714
Arizona,2020-04-17,22,22,22,22,174,174,174,174,9.857142857142858
Arizona,2020-04-18,7,7,7,7,181,181,181,181,11.714285714285714
Arizona,2020-04-19,7,7,7,7,188,188,188,188,13.428571428571429
Arizona,2020-04-20,3,3,3,3,191,191,191,191,15
Arizona,2020-04-21,22,22,22,22,213,213,213,213,13.428571428571429
Arizona,2020-04-22,23,23,23,23,236,236,236,236,13.428571428571429
Arizona,2020-04-23,21,21,21,21,257,257,257,257,12.714285714285714
Arizona,2020-04-24,11,11,11,11,268,268,268,268,12.285714285714285
Arizona,2020-04-25,7,7,7,7,275,275,275,275,12
Arizona,2020-04-26,2,2,2,2,277,277,277,277,10.285714285714285
Arizona,2020-04-27,0,0,0,0,277,277,277,277,9
Arizona,2020-04-28,20,20,20,20,297,297,297,297,8.857142857142856
Arizona,2020-04-29,11,11,11,11,308,308,308,308,11.142857142857142
Arizona,2020-04-30,12,12,12,12,320,320,320,320,12.142857142857142
Arizona,2020-05-01,10,10,10,10,330,330,330,330,12.142857142857142
Arizona,2020-05-02,23,23,23,23,353,353,353,353,13.999999999999998
Arizona,2020-05-03,9,9,9,9,362,362,362,362,16.857142857142854
Arizona,2020-05-04,0,0,0,0,362,362,362,362,18.571428571428566
Arizona,2020-05-05,33,33,33,33,395,395,395,395,26.71428571428571
Arizona,2020-05-06,31,31,31,31,426,426,426,426,25.57142857142857
Arizona,2020-05-07,24,24,24,24,450,450,450,450,24.857142857142858
Arizona,2020-05-08,67,67,67,67,517,517,517,517,25.71428571428571
Arizona,2020-05-09,15,15,15,15,532,532,532,532,23.857142857142854
Arizona,2020-05-10,4,4,4,4,536,536,536,536,23.999999999999996
Arizona,2020-05-11,6,6,6,6,542,542,542,542,24.857142857142858
Arizona,2020-05-12,20,20,20,20,562,562,562,562,19.142857142857142
Arizona,2020-05-13,32,32,32,32,594,594,594,594,21.000000000000004
Arizona,2020-05-14,30,30,30,30,624,624,624,624,20.57142857142857
Arizona,2020-05-15,27,27,27,27,651,651,651,651,20.571428571428573
Arizona,2020-05-16,28,28,28,28,679,679,679,679,20.285714285714285
Arizona,2020-05-17,1,1,1,1,680,680,680,680,21.857142857142854
Arizona,2020-05-18,6,6,6,6,686,686,686,686,19.857142857142854
Arizona,2020-05-19,18,18,18,18,704,704,704,704,17.714285714285715
Arizona,2020-05-20,43,43,43,43,747,747,747,747,17.14285714285714
Arizona,2020-05-21,16,16,16,16,763,763,763,763,17.142857142857142
Arizona,2020-05-22,12,12,12,12,775,775,775,775,17.142857142857142
Arizona,2020-05-23,24,24,24,24,799,799,799,799,14.714285714285714
Arizona,2020-05-24,1,1,1,1,800,800,800,800,12
Arizona,2020-05-25,6,6,6,6,806,806,806,806,13.428571428571427
Arizona,2020-05-26,1,1,1,1,807,807,807,807,15.714285714285714
Arizona,2020-05-27,24,24,24,24,831,831,831,831,14.857142857142856
Arizona,2020-05-28,26,26,26,26,857,857,857,857,15.142857142857142
Arizona,2020-05-29,28,28,28,28,885,885,885,885,15.999999999999998
Arizona,2020-05-30,18,18,18,18,903,903,903,903,19.428571428571427
Arizona,2020-05-31,3,3,3,3,906,906,906,906,21.714285714285715
Arizona,2020-06-01,12,12,12,12,918,918,918,918,20.428571428571427
Arizona,2020-06-02,25,25,25,25,943,943,943,943,18.714285714285708
Arizona,2020-06-03,40,40,40,40,983,983,983,983,20.428571428571427
Arizona,2020-06-04,17,17,17,17,1000,1000,1000,1000,20.285714285714285
Arizona,2020-06-05,16,16,16,16,1016,1016,1016,1016,19.14285714285714
Arizona,2020-06-06,30,30,30,30,1046,1046,1046,1046,18.71428571428571
Arizona,2020-06-07,2,2,2,2,1048,1048,1048,1048,16.71428571428571
Arizona,2020-06-08,4,4,4,4,1052,1052,1052,1052,18.57142857142857
Arizona,2020-06-09,22,22,22,22,1074,1074,1074,1074,20.142857142857142
Arizona,2020-06-10,26,26,26,26,1100,1100,1100,1100,20.571428571428573
Arizona,2020-06-11,30,30,30,30,1130,1130,1130,1130,20.857142857142858
Arizona,2020-06-12,27,27,27,27,1157,1157,1157,1157,21.714285714285715
Arizona,2020-06-13,33,33,33,33,1190,1190,1190,1190,22
Arizona,2020-06-14,4,4,4,4,1194,1194,1194,1194,21.71428571428571
Arizona,2020-06-15,10,10,10,10,1204,1204,1204,1204,22.42857142857143
Arizona,2020-06-16,24,24,24,24,1228,1228,1228,1228,23.571428571428573
Arizona,2020-06-17,24,24,24,24,1252,1252,1252,1252,22.428571428571427
Arizona,2020-06-18,35,35,35,35,1287,1287,1287,1287,22.28571428571428
Arizona,2020-06-19,35,35,35,35,1322,1322,1322,1322,21.428571428571427
Arizona,2020-06-20,25,25,25,25,1347,1347,1347,1347,24.285714285714285
Arizona,2020-06-21,3,3,3,3,1350,1350,1350,1350,30.714285714285715
Arizona,2020-06-22,4,4,4,4,1354,1354,1354,1354,29.714285714285715
Arizona,2020-06-23,44,44,44,44,1398,1398,1398,1398,30.714285714285708
Arizona,2020-06-24,69,69,69,69,1467,1467,1467,1467,33.42857142857142
