state,date,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,daily_deaths_av7,daily_deaths_actual
Alabama,2021-01-25,63,4,337,NA,6739,6680,7013,NA,NA
Alabama,2021-01-26,65,3,311,NA,6826,6704,7167,NA,NA
Alabama,2021-01-27,67,4,348,NA,6918,6738,7371,NA,NA
Alabama,2021-01-28,67,3,312,NA,7010,6778,7505,NA,NA
Alabama,2021-01-29,67,5,338,NA,7096,6823,7719,NA,NA
Alabama,2021-01-30,65,4,364,NA,7186,6872,7865,NA,NA
Alabama,2021-01-31,64,2,336,NA,7268,6911,8046,NA,NA
Alabama,2021-02-01,66,3,352,NA,7364,6957,8224,NA,NA
Alabama,2021-02-02,65,4,359,NA,7447,6991,8363,NA,NA
Alabama,2021-02-03,65,3,361,NA,7540,7037,8542,NA,NA
Alabama,2021-02-04,71,4,377,NA,7634,7084,8775,NA,NA
Alabama,2021-02-05,66,5,362,NA,7724,7122,8987,NA,NA
Alabama,2021-02-06,67,3,340,NA,7819,7184,9188,NA,NA
Alabama,2021-02-07,68,4,386,NA,7898,7222,9322,NA,NA
Alabama,2021-02-08,62,5,360,NA,7988,7263,9514,NA,NA
Alabama,2021-02-09,67,4,364,NA,8069,7305,9729,NA,NA
Alabama,2021-02-10,67,4,366,NA,8142,7334,9942,NA,NA
Alabama,2021-02-11,63,3,378,NA,8232,7358,10245,NA,NA
Alabama,2021-02-12,66,4,362,NA,8317,7395,10447,NA,NA
Alabama,2021-02-13,64,4,375,NA,8392,7442,10641,NA,NA
Alabama,2021-02-14,63,3,385,NA,8472,7469,10886,NA,NA
Alabama,2021-02-15,60,4,376,NA,8568,7520,11034,NA,NA
Alabama,2021-02-16,60,3,373,NA,8653,7558,11170,NA,NA
Alabama,2021-02-17,60,3,337,NA,8741,7599,11323,NA,NA
Alabama,2021-02-18,60,3,398,NA,8832,7648,11656,NA,NA
Alabama,2021-02-19,58,4,383,NA,8884,7660,11789,NA,NA
Alabama,2021-02-20,63,4,369,NA,8985,7700,11976,NA,NA
Alabama,2021-02-21,56,3,347,NA,9072,7734,12098,NA,NA
Alabama,2021-02-22,60,3,349,NA,9145,7768,12271,NA,NA
Alaska,2021-01-25,1,0,9,NA,260,259,268,NA,NA
Alaska,2021-01-26,1,0,10,NA,262,259,274,NA,NA
Alaska,2021-01-27,1,0,10,NA,264,259,280,NA,NA
Alaska,2021-01-28,1,0,9,NA,266,259,283,NA,NA
Alaska,2021-01-29,1,0,10,NA,267,260,290,NA,NA
Alaska,2021-01-30,1,0,10,NA,269,260,295,NA,NA
Alaska,2021-01-31,1,0,9,NA,271,261,298,NA,NA
Alaska,2021-02-01,1,0,11,NA,272,261,302,NA,NA
Alaska,2021-02-02,1,0,10,NA,274,262,307,NA,NA
Alaska,2021-02-03,1,0,9,NA,275,262,312,NA,NA
Alaska,2021-02-04,1,0,9,NA,277,263,317,NA,NA
Alaska,2021-02-05,1,0,9,NA,278,263,321,NA,NA
Alaska,2021-02-06,1,0,9,NA,280,263,325,NA,NA
Alaska,2021-02-07,1,0,9,NA,282,264,331,NA,NA
Alaska,2021-02-08,1,0,9,NA,283,264,334,NA,NA
Alaska,2021-02-09,1,0,7,NA,285,265,338,NA,NA
Alaska,2021-02-10,0,0,11,NA,286,265,342,NA,NA
Alaska,2021-02-11,0,0,8,NA,288,265,347,NA,NA
Alaska,2021-02-12,0,0,8,NA,289,265,353,NA,NA
Alaska,2021-02-13,0,0,8,NA,290,265,358,NA,NA
Alaska,2021-02-14,0,0,8,NA,291,266,360,NA,NA
Alaska,2021-02-15,0,0,7,NA,292,266,363,NA,NA
Alaska,2021-02-16,0,0,9,NA,294,266,367,NA,NA
