state,date,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,daily_deaths_av7,daily_deaths_actual
Alabama,2020-09-25,8,0,38,NA,2515,2507,2545,NA,NA
Alabama,2020-09-26,8,0,34,NA,2525,2510,2565,NA,NA
Alabama,2020-09-27,9,1,39,NA,2536,2514,2586,NA,NA
Alabama,2020-09-28,7,0,36,NA,2546,2517,2605,NA,NA
Alabama,2020-09-29,8,0,36,NA,2555,2524,2622,NA,NA
Alabama,2020-09-30,8,0,40,NA,2566,2528,2639,NA,NA
Alabama,2020-10-01,7,0,35,NA,2576,2532,2657,NA,NA
Alabama,2020-10-02,7,0,33,NA,2584,2536,2673,NA,NA
Alabama,2020-10-03,6,0,31,NA,2592,2540,2687,NA,NA
Alabama,2020-10-04,6,0,32,NA,2601,2546,2706,NA,NA
Alabama,2020-10-05,6,0,33,NA,2609,2550,2726,NA,NA
Alabama,2020-10-06,6,0,36,NA,2617,2553,2747,NA,NA
Alabama,2020-10-07,6,0,30,NA,2624,2555,2765,NA,NA
Alabama,2020-10-08,6,0,30,NA,2632,2558,2773,NA,NA
Alabama,2020-10-09,6,0,32,NA,2640,2561,2792,NA,NA
Alabama,2020-10-10,5,0,30,NA,2648,2564,2811,NA,NA
Alabama,2020-10-11,6,0,31,NA,2654,2566,2822,NA,NA
Alabama,2020-10-12,5,0,27,NA,2662,2573,2837,NA,NA
Alabama,2020-10-13,5,0,33,NA,2668,2576,2856,NA,NA
Alabama,2020-10-14,5,0,26,NA,2674,2578,2867,NA,NA
Alabama,2020-10-15,5,0,27,NA,2681,2580,2879,NA,NA
Alabama,2020-10-16,5,0,27,NA,2687,2582,2886,NA,NA
Alabama,2020-10-17,4,0,30,NA,2691,2584,2909,NA,NA
Alabama,2020-10-18,4,0,26,NA,2699,2588,2919,NA,NA
Alabama,2020-10-19,4,0,24,NA,2705,2592,2942,NA,NA
Alabama,2020-10-20,4,0,28,NA,2710,2593,2954,NA,NA
Alabama,2020-10-21,4,0,29,NA,2715,2596,2973,NA,NA
Alabama,2020-10-22,4,0,28,NA,2719,2597,2983,NA,NA
Alabama,2020-10-23,4,0,28,NA,2723,2599,2992,NA,NA
Alaska,2020-09-25,0,0,3,NA,46,46,49,NA,NA
Alaska,2020-09-26,0,0,3,NA,46,46,51,NA,NA
Alaska,2020-09-27,0,0,3,NA,46,46,51,NA,NA
Alaska,2020-09-28,0,0,3,NA,47,46,53,NA,NA
Alaska,2020-09-29,0,0,3,NA,47,46,54,NA,NA
Alaska,2020-09-30,0,0,3,NA,47,46,55,NA,NA
Alaska,2020-10-01,0,0,3,NA,48,46,55,NA,NA
Alaska,2020-10-02,0,0,3,NA,48,46,56,NA,NA
Alaska,2020-10-03,0,0,3,NA,48,46,58,NA,NA
Alaska,2020-10-04,0,0,3,NA,49,46,58,NA,NA
Alaska,2020-10-05,0,0,3,NA,49,46,59,NA,NA
Alaska,2020-10-06,0,0,3,NA,49,46,60,NA,NA
Alaska,2020-10-07,0,0,2,NA,49,46,60,NA,NA
Alaska,2020-10-08,0,0,3,NA,50,46,61,NA,NA
Alaska,2020-10-09,0,0,2,NA,50,46,61,NA,NA
Alaska,2020-10-10,0,0,3,NA,50,46,63,NA,NA
Alaska,2020-10-11,0,0,2,NA,50,46,63,NA,NA
Alaska,2020-10-12,0,0,2,NA,51,46,64,NA,NA
Alaska,2020-10-13,0,0,2,NA,51,46,65,NA,NA
Alaska,2020-10-14,0,0,2,NA,51,46,65,NA,NA
Alaska,2020-10-15,0,0,2,NA,51,46,65,NA,NA
Alaska,2020-10-16,0,0,2,NA,51,46,66,NA,NA
Alaska,2020-10-17,0,0,2,NA,52,46,66,NA,NA
Alaska,2020-10-18,0,0,2,NA,52,46,67,NA,NA
Alaska,2020-10-19,0,0,2,NA,52,46,67,NA,NA
Alaska,2020-10-20,0,0,2,NA,52,46,68,NA,NA
Alaska,2020-10-21,0,0,2,NA,52,46,69,NA,NA
Alaska,2020-10-22,0,0,2,NA,52,46,69,NA,NA
Alaska,2020-10-23,0,0,2,NA,52,46,69,NA,NA
Arizona,2020-09-25,12,1,54,NA,5578,5567,5620,NA,NA
Arizona,2020-09-26,12,1,48,NA,5593,5572,5648,NA,NA
Arizona,2020-09-27,11,1,46,NA,5606,5577,5670,NA,NA
Arizona,2020-09-28,11,1,44,NA,5620,5584,5697,NA,NA
Arizona,2020-09-29,10,1,42,NA,5632,5591,5734,NA,NA
Arizona,2020-09-30,10,1,44,NA,5644,5597,5754,NA,NA
Arizona,2020-10-01,9,0,41,NA,5656,5603,5774,NA,NA
Arizona,2020-10-02,9,1,43,NA,5667,5608,5795,NA,NA
Arizona,2020-10-03,9,0,39,NA,5679,5612,5827,NA,NA
Arizona,2020-10-04,8,0,36,NA,5690,5619,5848,NA,NA
Arizona,2020-10-05,8,0,35,NA,5700,5622,5859,NA,NA
Arizona,2020-10-06,7,0,33,NA,5708,5627,5880,NA,NA
Arizona,2020-10-07,7,0,33,NA,5718,5630,5909,NA,NA
Arizona,2020-10-08,6,0,31,NA,5724,5633,5924,NA,NA
Arizona,2020-10-09,6,0,32,NA,5733,5640,5943,NA,NA
Arizona,2020-10-10,6,0,29,NA,5740,5643,5957,NA,NA
Arizona,2020-10-11,5,0,25,NA,5748,5647,5970,NA,NA
Arizona,2020-10-12,5,0,27,NA,5754,5650,5992,NA,NA
Arizona,2020-10-13,5,0,26,NA,5760,5652,5999,NA,NA
Arizona,2020-10-14,4,0,26,NA,5766,5654,6017,NA,NA
Arizona,2020-10-15,4,0,22,NA,5772,5656,6034,NA,NA
Arizona,2020-10-16,4,0,21,NA,5778,5658,6038,NA,NA
Arizona,2020-10-17,4,0,23,NA,5781,5661,6053,NA,NA
