state,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,daily_deaths_av7
Alabama,2020-06-09,11,11,11,11,729,729,729,729,13.285714285714285
Alabama,2020-06-10,15,15,15,15,744,744,744,744,11.999999999999998
Alabama,2020-06-11,11,11,11,11,755,755,755,755,11.57142857142857
Alabama,2020-06-12,14,14,14,14,769,769,769,769,8
Alabama,2020-06-13,4,4,4,4,773,773,773,773,8
Alabama,2020-06-14,0,0,0,0,773,773,773,773,6.571428571428571
Alabama,2020-06-15,1,1,1,1,774,774,774,774,7.857142857142857
Alabama,2020-06-16,11,11,11,11,785,785,785,785,7.571428571428571
Alabama,2020-06-17,5,5,5,5,790,790,790,790,9.285714285714285
Alabama,2020-06-18,20,20,20,20,810,810,810,810,9.428571428571427
Alabama,2020-06-19,12,12,12,12,822,822,822,822,9.571428571428571
Alabama,2020-06-20,16,16,16,16,838,838,838,838,11.285714285714285
Alabama,2020-06-21,1,1,1,1,839,839,839,839,14.428571428571427
Alabama,2020-06-22,2,2,2,2,841,841,841,841,12.285714285714283
Alabama,2020-06-23,23,23,23,23,864,864,864,864,12.142857142857142
Alabama,2020-06-24,27,27,27,27,891,891,891,891,11.571428571428571
Alabama,2020-06-25,5,5,5,5,896,896,896,896,11.428571428571429
Alabama,2020-06-26,11,11,11,11,907,907,907,907,12.57142857142857
Alabama,2020-06-27,12,12,12,12,919,919,919,919,12.285714285714285
Alabama,2020-06-28,0,0,0,0,919,919,919,919,11.57142857142857
Alabama,2020-06-29,10,10,10,10,929,929,929,929,12.714285714285714
Alabama,2020-06-30,21,21,21,21,950,950,950,950,14.142857142857142
Alabama,2020-07-01,22,22,22,22,972,972,972,972,12.571428571428571
Alabama,2020-07-02,13,13,13,13,985,985,985,985,12.571428571428571
Alabama,2020-07-03,21,21,21,21,1006,1006,1006,1006,11.142857142857142
Alabama,2020-07-04,1,1,1,1,1007,1007,1007,1007,11.857142857142856
Alabama,2020-07-05,0,0,0,0,1007,1007,1007,1007,12.285714285714285
Alabama,2020-07-06,0,0,0,0,1007,1007,1007,1007,11.857142857142856
Alabama,2020-07-07,26,26,26,26,1033,1033,1033,1033,13.999999999999998
Alabama,2020-07-08,25,25,25,25,1058,1058,1058,1058,15.285714285714285
Alabama,2020-07-09,10,10,10,10,1068,1068,1068,1068,16.285714285714285
Alabama,2020-07-10,36,36,36,36,1104,1104,1104,1104,16.71428571428571
Alabama,2020-07-11,10,10,10,10,1114,1114,1114,1114,18.714285714285715
Alabama,2020-07-12,7,7,7,7,1121,1121,1121,1121,21.857142857142854
Alabama,2020-07-13,3,3,3,3,1124,1124,1124,1124,23.14285714285714
Alabama,2020-07-14,40,40,40,40,1164,1164,1164,1164,22.999999999999993
Alabama,2020-07-15,47,47,47,47,1211,1211,1211,1211,24.571428571428566
Alabama,2020-07-16,19,19,19,19,1230,1230,1230,1230,23.71428571428571
Alabama,2020-07-17,35,35,35,35,1265,1265,1265,1265,23.857142857142854
Alabama,2020-07-18,21,21,21,21,1286,1286,1286,1286,19.857142857142854
Alabama,2020-07-19,1,1,1,1,1287,1287,1287,1287,21.857142857142854
Alabama,2020-07-20,4,4,4,4,1291,1291,1291,1291,23.857142857142854
Alabama,2020-07-21,12,12,12,12,1303,1303,1303,1303,24.714285714285715
Alabama,2020-07-22,61,61,61,61,1364,1364,1364,1364,24.285714285714285
Alabama,2020-07-23,33,33,33,33,1397,1397,1397,1397,26.571428571428573
Alabama,2020-07-24,41,41,41,41,1438,1438,1438,1438,28.57142857142857
Alabama,2020-07-25,18,18,18,18,1456,1456,1456,1456,26.857142857142854
Alabama,2020-07-26,17,17,17,17,1473,1473,1473,1473,24.857142857142858
Alabama,2020-07-27,18,18,18,18,1491,1491,1491,1491,23.999999999999996
Alabama,2020-07-28,0,0,0,0,1491,1491,1491,1491,20.285714285714285
Alabama,2020-07-29,47,47,47,47,1538,1538,1538,1538,20.999999999999996
Alabama,2020-07-30,27,27,27,27,1565,1565,1565,1565,21.999999999999993
Alabama,2020-07-31,15,15,15,15,1580,1580,1580,1580,20.285714285714285
Alabama,2020-08-01,23,23,23,23,1603,1603,1603,1603,20.999999999999996
Alabama,2020-08-02,24,24,24,24,1627,1627,1627,1627,21.999999999999993
Alabama,2020-08-03,NA,28,3.9750000000000014,100.07499999999993,NA,1656,1631.975,1728.0749999999998,NA
Alabama,2020-08-04,NA,29,3,92,NA,1692,1645.9750000000001,1781.0749999999998,NA
Alabama,2020-08-05,NA,30,3.9750000000000014,100.02499999999998,NA,1728,1664,1837.0499999999997,NA
Alabama,2020-08-06,NA,30,4,106.02499999999998,NA,1761,1686,1887,NA
Alabama,2020-08-07,NA,31,4,107.02499999999998,NA,1801,1713,1942.025,NA
Alabama,2020-08-08,NA,31,3.9750000000000014,102.02499999999998,NA,1836,1734.9750000000001,1987.025,NA
Alabama,2020-08-09,NA,31,4,110.02499999999998,NA,1873,1761,2040.025,NA
Alabama,2020-08-10,NA,33,4,111,NA,1912,1792,2105.0249999999996,NA
Alabama,2020-08-11,NA,33.5,5,117,NA,1952,1816,2151.15,NA
Alabama,2020-08-12,NA,33,4,111.04999999999995,NA,1992,1846.975,2200,NA
Alabama,2020-08-13,NA,33.5,4,114.07499999999993,NA,2034,1882.95,2270.05,NA
Alabama,2020-08-14,NA,36,4.975000000000001,116.04999999999995,NA,2074,1913,2319.25,NA
Alabama,2020-08-15,NA,34,5,121,NA,2118.5,1942,2369.2499999999995,NA
Alabama,2020-08-16,NA,36,5,125,NA,2162,1967,2423.05,NA
Alabama,2020-08-17,NA,35,5,122.02499999999998,NA,2202,2011.975,2467.025,NA
Alabama,2020-08-18,NA,38,5,125.02499999999998,NA,2246,2037.975,2528.025,NA
Alabama,2020-08-19,NA,38,4,135.02499999999998,NA,2290.5,2072,2582.1000000000004,NA
Alabama,2020-08-20,NA,39,5,124.02499999999998,NA,2340.5,2105.925,2627.175,NA
Alabama,2020-08-21,NA,39,5,133.02499999999998,NA,2387,2135.9500000000003,2695.025,NA
Alabama,2020-08-22,NA,39,6,138.02499999999998,NA,2434,2177.95,2752.025,NA
Alabama,2020-08-23,NA,40,5,130.0999999999999,NA,2476,2215.9249999999997,2807.05,NA
Alabama,2020-08-24,NA,40,5.975000000000001,132.04999999999995,NA,2526.5,2243,2874.0499999999997,NA
Alabama,2020-08-25,NA,43,6,140.02499999999998,NA,2580,2280.95,2936.05,NA
Alabama,2020-08-26,NA,40,5.975000000000001,146.02499999999998,NA,2627,2325.9249999999997,3007.05,NA
Alabama,2020-08-27,NA,42,7.975000000000001,143.02499999999998,NA,2680.5,2373.9249999999997,3063.1,NA
Alabama,2020-08-28,NA,43,5.975000000000001,147,NA,2733.5,2418.95,3126.2,NA
Alabama,2020-08-29,NA,42,7,140.0999999999999,NA,2782,2449.9500000000003,3206,NA
Alabama,2020-08-30,NA,46,6,148,NA,2834,2498.625,3268.05,NA
Alabama,2020-08-31,NA,42.5,6,150,NA,2891,2546.875,3331.15,NA
Alaska,2020-03-27,1,1,1,1,1,1,1,1,NA
Alaska,2020-03-28,0,0,0,0,1,1,1,1,NA
Alaska,2020-03-29,1,1,1,1,2,2,2,2,NA
Alaska,2020-03-30,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-03-31,0,0,0,0,2,2,2,2,0.14285714285714285
Alaska,2020-04-01,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-04-02,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-04-03,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-04-04,1,1,1,1,3,3,3,3,0.2857142857142857
Alaska,2020-04-05,1,1,1,1,4,4,4,4,0.42857142857142855
Alaska,2020-04-06,0,0,0,0,4,4,4,4,0.42857142857142855
Alaska,2020-04-07,0,0,0,0,4,4,4,4,0.42857142857142855
Alaska,2020-04-08,1,1,1,1,5,5,5,5,0.42857142857142855
Alaska,2020-04-09,0,0,0,0,5,5,5,5,0.2857142857142857
Alaska,2020-04-10,0,0,0,0,5,5,5,5,0.2857142857142857
Alaska,2020-04-11,1,1,1,1,6,6,6,6,0.42857142857142855
Alaska,2020-04-12,0,0,0,0,6,6,6,6,0.2857142857142857
Alaska,2020-04-13,0,0,0,0,6,6,6,6,0.2857142857142857
Alaska,2020-04-14,1,1,1,1,7,7,7,7,0.2857142857142857
Alaska,2020-04-15,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-04-16,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-04-17,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-04-18,0,0,0,0,7,7,7,7,0
Alaska,2020-04-19,0,0,0,0,7,7,7,7,0
Alaska,2020-04-20,0,0,0,0,7,7,7,7,0
Alaska,2020-04-21,0,0,0,0,7,7,7,7,0
Alaska,2020-04-22,0,0,0,0,7,7,7,7,0
Alaska,2020-04-23,0,0,0,0,7,7,7,7,0
Alaska,2020-04-24,0,0,0,0,7,7,7,7,0
Alaska,2020-04-25,0,0,0,0,7,7,7,7,0
Alaska,2020-04-26,0,0,0,0,7,7,7,7,0
Alaska,2020-04-27,0,0,0,0,7,7,7,7,0
Alaska,2020-04-28,0,0,0,0,7,7,7,7,0
Alaska,2020-04-29,0,0,0,0,7,7,7,7,0
Alaska,2020-04-30,0,0,0,0,7,7,7,7,0
Alaska,2020-05-01,0,0,0,0,7,7,7,7,0
Alaska,2020-05-02,0,0,0,0,7,7,7,7,0
Alaska,2020-05-03,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-05-04,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-05-05,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-05-06,1,1,1,1,8,8,8,8,0.14285714285714285
Alaska,2020-05-07,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-05-08,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-05-09,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-05-10,0,0,0,0,8,8,8,8,0
Alaska,2020-05-11,0,0,0,0,8,8,8,8,0
Alaska,2020-05-12,0,0,0,0,8,8,8,8,0
Alaska,2020-05-13,0,0,0,0,8,8,8,8,0
Alaska,2020-05-14,0,0,0,0,8,8,8,8,0
Alaska,2020-05-15,0,0,0,0,8,8,8,8,0
Alaska,2020-05-16,0,0,0,0,8,8,8,8,0
Alaska,2020-05-17,0,0,0,0,8,8,8,8,0
Alaska,2020-05-18,0,0,0,0,8,8,8,8,0
Alaska,2020-05-19,0,0,0,0,8,8,8,8,0
Alaska,2020-05-20,0,0,0,0,8,8,8,8,0
Alaska,2020-05-21,0,0,0,0,8,8,8,8,0
Alaska,2020-05-22,0,0,0,0,8,8,8,8,0
Alaska,2020-05-23,0,0,0,0,8,8,8,8,0
Alaska,2020-05-24,0,0,0,0,8,8,8,8,0
Alaska,2020-05-25,0,0,0,0,8,8,8,8,0
Alaska,2020-05-26,0,0,0,0,8,8,8,8,0
Alaska,2020-05-27,0,0,0,0,8,8,8,8,0
Alaska,2020-05-28,0,0,0,0,8,8,8,8,0
Alaska,2020-05-29,0,0,0,0,8,8,8,8,0
Alaska,2020-05-30,0,0,0,0,8,8,8,8,0
Alaska,2020-05-31,0,0,0,0,8,8,8,8,0
Alaska,2020-06-01,0,0,0,0,8,8,8,8,0
Alaska,2020-06-02,0,0,0,0,8,8,8,8,0
Alaska,2020-06-03,0,0,0,0,8,8,8,8,0
Alaska,2020-06-04,0,0,0,0,8,8,8,8,0
Alaska,2020-06-05,0,0,0,0,8,8,8,8,0
Alaska,2020-06-06,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-06-07,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-06-08,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-06-09,1,1,1,1,9,9,9,9,0.2857142857142857
Alaska,2020-06-10,0,0,0,0,9,9,9,9,0.2857142857142857
Alaska,2020-06-11,0,0,0,0,9,9,9,9,0.2857142857142857
Alaska,2020-06-12,1,1,1,1,10,10,10,10,0.2857142857142857
Alaska,2020-06-13,0,0,0,0,10,10,10,10,0.14285714285714285
Alaska,2020-06-14,0,0,0,0,10,10,10,10,0.14285714285714285
Alaska,2020-06-15,0,0,0,0,10,10,10,10,0.14285714285714285
Alaska,2020-06-16,0,0,0,0,10,10,10,10,0
Alaska,2020-06-17,0,0,0,0,10,10,10,10,0
Alaska,2020-06-18,0,0,0,0,10,10,10,10,0
Alaska,2020-06-19,0,0,0,0,10,10,10,10,0
Alaska,2020-06-20,0,0,0,0,10,10,10,10,0
Alaska,2020-06-21,0,0,0,0,10,10,10,10,0
Alaska,2020-06-22,0,0,0,0,10,10,10,10,0
Alaska,2020-06-23,0,0,0,0,10,10,10,10,0.2857142857142857
Alaska,2020-06-24,0,0,0,0,10,10,10,10,0.2857142857142857
Alaska,2020-06-25,0,0,0,0,10,10,10,10,0.2857142857142857
Alaska,2020-06-26,2,2,2,2,12,12,12,12,0.2857142857142857
Alaska,2020-06-27,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-06-28,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-06-29,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-06-30,0,0,0,0,12,12,12,12,0.14285714285714285
Alaska,2020-07-01,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-07-02,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-07-03,1,1,1,1,13,13,13,13,0.2857142857142857
Alaska,2020-07-04,1,1,1,1,14,14,14,14,0.42857142857142855
Alaska,2020-07-05,0,0,0,0,14,14,14,14,0.42857142857142855
Alaska,2020-07-06,0,0,0,0,14,14,14,14,0.42857142857142855
Alaska,2020-07-07,1,1,1,1,15,15,15,15,0.2857142857142857
Alaska,2020-07-08,0,0,0,0,15,15,15,15,0.14285714285714285
Alaska,2020-07-09,0,0,0,0,15,15,15,15,0.14285714285714285
Alaska,2020-07-10,0,0,0,0,15,15,15,15,0.14285714285714285
Alaska,2020-07-11,0,0,0,0,15,15,15,15,0
Alaska,2020-07-12,0,0,0,0,15,15,15,15,0
Alaska,2020-07-13,0,0,0,0,15,15,15,15,0
Alaska,2020-07-14,0,0,0,0,15,15,15,15,0
Alaska,2020-07-15,0,0,0,0,15,15,15,15,0.14285714285714285
Alaska,2020-07-16,0,0,0,0,15,15,15,15,0.14285714285714285
Alaska,2020-07-17,0,0,0,0,15,15,15,15,0.14285714285714285
Alaska,2020-07-18,1,1,1,1,16,16,16,16,0.14285714285714285
Alaska,2020-07-19,0,0,0,0,16,16,16,16,0.2857142857142857
Alaska,2020-07-20,0,0,0,0,16,16,16,16,0.2857142857142857
Alaska,2020-07-21,0,0,0,0,16,16,16,16,0.2857142857142857
Alaska,2020-07-22,1,1,1,1,17,17,17,17,0.2857142857142857
Alaska,2020-07-23,0,0,0,0,17,17,17,17,0.2857142857142857
Alaska,2020-07-24,0,0,0,0,17,17,17,17,0.42857142857142855
Alaska,2020-07-25,1,1,1,1,18,18,18,18,0.5714285714285714
Alaska,2020-07-26,0,0,0,0,18,18,18,18,0.42857142857142855
Alaska,2020-07-27,1,1,1,1,19,19,19,19,0.5714285714285714
Alaska,2020-07-28,1,1,1,1,20,20,20,20,0.5714285714285714
Alaska,2020-07-29,0,0,0,0,20,20,20,20,0.5714285714285714
Alaska,2020-07-30,1,1,1,1,21,21,21,21,0.5714285714285714
Alaska,2020-07-31,0,0,0,0,21,21,21,21,0.5714285714285714
Alaska,2020-08-01,1,1,1,1,22,22,22,22,0.5714285714285714
Alaska,2020-08-02,0,0,0,0,22,22,22,22,0.5714285714285714
Alaska,2020-08-03,NA,1,0,7,NA,25,24,31,NA
Alaska,2020-08-04,NA,1,0,8,NA,26,24,35,NA
Alaska,2020-08-05,NA,1,0,8,NA,28,24,39,NA
Alaska,2020-08-06,NA,1,0,8,NA,29,24,41,NA
Alaska,2020-08-07,NA,1,0,8,NA,31,25,45,NA
Alaska,2020-08-08,NA,1,0,8,NA,33,26,48,NA
Alaska,2020-08-09,NA,1,0,10,NA,35,26.975,52,NA
Alaska,2020-08-10,NA,1,0,9,NA,37,28,55.02499999999998,NA
Alaska,2020-08-11,NA,1,0,10,NA,40,28,59,NA
Alaska,2020-08-12,NA,2,0,9,NA,42,29,64,NA
Alaska,2020-08-13,NA,1,0,11,NA,44,30,68.02499999999998,NA
Alaska,2020-08-14,NA,2,0,11,NA,47,31.975,73,NA
Alaska,2020-08-15,NA,2,0,9.024999999999977,NA,49,33,78.02499999999998,NA
Alaska,2020-08-16,NA,2,0,13,NA,52,35,84,NA
Alaska,2020-08-17,NA,2,0,13,NA,55,36,88.04999999999995,NA
Alaska,2020-08-18,NA,2,0,13,NA,58,37.975,95,NA
Alaska,2020-08-19,NA,2,0,13,NA,61,39,100.02499999999998,NA
Alaska,2020-08-20,NA,2,0,14,NA,65,41,107,NA
Alaska,2020-08-21,NA,3,0,14,NA,68,43,115.02499999999998,NA
Alaska,2020-08-22,NA,3,0,14,NA,72,44,119,NA
Alaska,2020-08-23,NA,3,0,15.024999999999977,NA,75,46,125,NA
Alaska,2020-08-24,NA,3,0,15,NA,79,48,130,NA
Alaska,2020-08-25,NA,3,0,17,NA,84,50.975,139,NA
Alaska,2020-08-26,NA,4,0,18,NA,88,53,150,NA
Alaska,2020-08-27,NA,3,0,17.024999999999977,NA,93,56,155.02499999999998,NA
Alaska,2020-08-28,NA,4,0,17.024999999999977,NA,98,58,162.02499999999998,NA
Alaska,2020-08-29,NA,4,0,22,NA,104,60.975,172,NA
Alaska,2020-08-30,NA,4,0,19,NA,109,61.975,185,NA
Alaska,2020-08-31,NA,4,0,19,NA,114,65,193.02499999999998,NA
Arizona,2020-03-24,4,4,4,4,6,6,6,6,NA
Arizona,2020-03-25,0,0,0,0,6,6,6,6,NA
Arizona,2020-03-26,2,2,2,2,8,8,8,8,NA
Arizona,2020-03-27,7,7,7,7,15,15,15,15,2.571428571428571
Arizona,2020-03-28,0,0,0,0,15,15,15,15,2.571428571428571
Arizona,2020-03-29,3,3,3,3,18,18,18,18,3.2857142857142856
Arizona,2020-03-30,2,2,2,2,20,20,20,20,3.8571428571428563
Arizona,2020-03-31,4,4,4,4,24,24,24,24,3.714285714285714
Arizona,2020-04-01,5,5,5,5,29,29,29,29,5.428571428571428
Arizona,2020-04-02,6,6,6,6,35,35,35,35,6.57142857142857
Arizona,2020-04-03,6,6,6,6,41,41,41,41,6.7142857142857135
Arizona,2020-04-04,12,12,12,12,53,53,53,53,7.57142857142857
Arizona,2020-04-05,11,11,11,11,64,64,64,64,7.285714285714285
Arizona,2020-04-06,3,3,3,3,67,67,67,67,7.7142857142857135
Arizona,2020-04-07,10,10,10,10,77,77,77,77,7.999999999999999
Arizona,2020-04-08,3,3,3,3,80,80,80,80,8.428571428571429
Arizona,2020-04-09,9,9,9,9,89,89,89,89,7.571428571428571
Arizona,2020-04-10,8,8,8,8,97,97,97,97,7.857142857142856
Arizona,2020-04-11,15,15,15,15,112,112,112,112,7.714285714285714
Arizona,2020-04-12,5,5,5,5,117,117,117,117,8.857142857142858
Arizona,2020-04-13,5,5,5,5,122,122,122,122,9
Arizona,2020-04-14,9,9,9,9,131,131,131,131,10.999999999999998
Arizona,2020-04-15,11,11,11,11,142,142,142,142,9.857142857142854
Arizona,2020-04-16,10,10,10,10,152,152,152,152,10.14285714285714
Arizona,2020-04-17,22,22,22,22,174,174,174,174,9.857142857142858
Arizona,2020-04-18,7,7,7,7,181,181,181,181,11.714285714285714
Arizona,2020-04-19,7,7,7,7,188,188,188,188,13.428571428571429
Arizona,2020-04-20,3,3,3,3,191,191,191,191,15
Arizona,2020-04-21,22,22,22,22,213,213,213,213,13.428571428571429
Arizona,2020-04-22,23,23,23,23,236,236,236,236,13.428571428571429
Arizona,2020-04-23,21,21,21,21,257,257,257,257,12.714285714285714
Arizona,2020-04-24,11,11,11,11,268,268,268,268,12.285714285714285
Arizona,2020-04-25,7,7,7,7,275,275,275,275,12
Arizona,2020-04-26,2,2,2,2,277,277,277,277,10.285714285714285
Arizona,2020-04-27,0,0,0,0,277,277,277,277,9
Arizona,2020-04-28,20,20,20,20,297,297,297,297,8.857142857142856
Arizona,2020-04-29,11,11,11,11,308,308,308,308,11.142857142857142
Arizona,2020-04-30,12,12,12,12,320,320,320,320,12.142857142857142
Arizona,2020-05-01,10,10,10,10,330,330,330,330,12.142857142857142
Arizona,2020-05-02,23,23,23,23,353,353,353,353,13.999999999999998
Arizona,2020-05-03,9,9,9,9,362,362,362,362,16.857142857142854
Arizona,2020-05-04,0,0,0,0,362,362,362,362,18.571428571428566
Arizona,2020-05-05,33,33,33,33,395,395,395,395,26.71428571428571
Arizona,2020-05-06,31,31,31,31,426,426,426,426,25.57142857142857
Arizona,2020-05-07,24,24,24,24,450,450,450,450,24.857142857142858
Arizona,2020-05-08,67,67,67,67,517,517,517,517,25.71428571428571
Arizona,2020-05-09,15,15,15,15,532,532,532,532,23.857142857142854
Arizona,2020-05-10,4,4,4,4,536,536,536,536,23.999999999999996
Arizona,2020-05-11,6,6,6,6,542,542,542,542,24.857142857142858
Arizona,2020-05-12,20,20,20,20,562,562,562,562,19.142857142857142
Arizona,2020-05-13,32,32,32,32,594,594,594,594,21.000000000000004
Arizona,2020-05-14,30,30,30,30,624,624,624,624,20.57142857142857
Arizona,2020-05-15,27,27,27,27,651,651,651,651,20.571428571428573
Arizona,2020-05-16,28,28,28,28,679,679,679,679,20.285714285714285
Arizona,2020-05-17,1,1,1,1,680,680,680,680,21.857142857142854
Arizona,2020-05-18,6,6,6,6,686,686,686,686,19.857142857142854
Arizona,2020-05-19,18,18,18,18,704,704,704,704,17.714285714285715
Arizona,2020-05-20,43,43,43,43,747,747,747,747,17.14285714285714
Arizona,2020-05-21,16,16,16,16,763,763,763,763,17.142857142857142
Arizona,2020-05-22,12,12,12,12,775,775,775,775,17.142857142857142
Arizona,2020-05-23,24,24,24,24,799,799,799,799,14.714285714285714
Arizona,2020-05-24,1,1,1,1,800,800,800,800,12
